"","GSM614501","GSM614502","GSM614503","GSM614504","GSM614505","GSM614506","GSM614507","GSM614508","GSM614509","GSM614510","GSM614511","GSM614512","GSM614513","GSM614514","GSM614515","GSM614516","GSM614517","GSM614518","GSM614519","GSM614520","GSM614521","GSM614522","GSM614523","GSM614524"
"1552414_at",36.1601,28.9659,37.0042,51.8148,29.3453,41.251,11.0875,34.5105,38.7635,40.4224,54.9636,43.1061,6.90921,49.1021,43.9891,44.6074,27.9433,28.4694,31.5764,32.0201,22.0153,19.4043,28.6694,1.22352
"1552415_a_at",27.588,40.1401,10.998,37.7416,23.5463,7.9167,24.5475,6.03303,26.8239,6.28103,42.5986,7.36016,9.17254,17.6832,8.92331,8.64877,10.2781,11.4894,9.507,36.9795,17.9015,37.2366,7.08465,52.9149
"1552417_a_at",418.849,358.454,316.134,348.13,441.739,406.447,185.045,255.96,321.719,296.94,336.028,313.947,359.114,413.636,406.823,336.194,334.721,282.905,307.96,280.426,239.779,347.249,374.713,359.935
"1552418_at",5.80249,5.91433,13.8631,4.37927,5.43164,4.10924,4.09106,5.05522,4.8351,7.37645,11.1112,11.7931,3.49074,5.49114,6.16237,11.8529,4.28256,5.5591,4.92158,3.78216,4.08955,4.58269,3.71945,3.9595
"1552419_s_at",105.236,98.0666,182.661,82.2781,105.111,126.75,106.007,136.624,103.29,196.318,74.0819,86.62,103.151,172.263,123.345,152.134,170.206,171.583,136.458,98.4986,68.3038,75.0282,98.9472,97.5671
"1552421_a_at",2.63895,7.92413,11.9668,21.4927,6.29519,3.38952,7.86509,8.22947,20.7778,2.72035,50.3722,24.0013,1.77975,9.19472,9.1041,2.56165,8.3003,10.6629,7.95846,6.20291,1.52911,1.84686,2.78715,2.10409
"1552422_at",66.5707,96.3446,97.0175,67.2958,60.8982,34.7068,145.94,137.994,109.843,140.24,238.729,87.5835,94.9196,69.3626,79.64,104.385,96.826,52.3912,150.079,83.5359,161.872,231.34,103.636,201.777
"1552423_at",77.6658,28.8818,43.9475,41.6762,24.7402,45.9059,40.084,83.0292,82.6201,65.8789,41.8958,91.6428,69.9833,62.5235,59.7497,38.8748,78.0084,51.1192,92.0564,90.6015,62.1638,52.6289,80.1317,61.8264
"1552424_at",12.1387,16.3046,1.98203,1.28244,1.65275,6.61885,4.0545,4.3595,1.65691,1.66743,1.2388,2.02007,3.44262,1.43153,1.31319,2.29816,3.67934,3.64208,1.9039,6.73887,5.59952,3.33043,12.1676,1.26677
"1552425_a_at",5.32411,17.1128,57.7123,77.1696,29.179,56.0277,33.3723,23.1695,61.9714,3.24269,13.1986,11.531,8.5772,33.1408,34.4885,6.91619,99.2797,24.4152,29.6363,41.0989,11.3098,38.6534,9.22435,12.615
"1552426_a_at",4289.42,4322.49,4319.25,4695.32,3729.51,3692.66,3005.8,3313.16,2936.27,2914.06,2994.01,2553.58,4367.03,4210.85,3682.56,3773.51,3251,3804.75,2937.01,3354.94,2569.22,3182.23,2882.11,3530.69
"1552427_at",11.6013,5.28567,28.1391,30.0682,20.0915,4.61438,49.44,32.3639,40.4671,65.7025,48.1558,56.1131,20.3232,13.9168,19.1599,37.4591,24.9661,31.8394,1.4147,11.9096,19.0064,43.8727,49.794,39.2416
"1552430_at",0.831197,44.0967,19.8177,18.687,0.442187,1.21837,27.7871,6.75752,3.61169,15.3708,19.2407,39.5732,3.5597,33.3603,2.23621,4.45302,10.6169,1.21435,2.26972,24.3313,26.877,1.02237,18.6402,2.15746
"1552432_at",13.9954,14.1183,24.9122,23.083,13.4867,18.6201,32.2091,23.4855,12.427,14.1593,23.6581,12.7329,18.7513,28.0195,22.2823,21.6048,8.41025,16.3308,24.443,8.00723,9.12519,16.7964,22.3157,24.0203
"1552436_a_at",9.06855,13.7492,6.50458,12.7815,20.0148,14.3445,5.96308,14.4598,7.72819,10.1169,3.11582,5.27615,6.03603,8.94781,17.2721,6.40216,3.75536,6.34379,4.39091,2.84266,7.13815,16.8897,14.901,5.59034
"1552438_a_at",20.3188,37.9174,37.6235,38.9536,24.2802,1.87915,44.7699,54.012,29.3446,17.6815,4.13891,23.4137,6.33135,32.6425,36.2179,21.2898,41.0809,43.054,16.0858,27.7287,12.8099,9.82768,30.4664,37.9938
"1552439_s_at",2.43233,3.28205,6.02261,3.68724,1.92466,1.28456,8.44122,1.58292,4.9271,4.92212,20.6852,3.92172,2.31316,9.46473,1.07339,1.71125,1.62218,2.74943,2.23592,0.893558,2.55291,3.37487,10.9978,1.83198
"1552440_at",22.1413,69.1792,65.6981,27.454,23.6581,54.7641,8.32617,38.8521,40.6654,25.5731,35.2932,9.23958,47.945,20.0278,30.9025,33.2572,24.0692,50.9324,10.8915,5.09693,14.549,2.80511,27.2,38.4574
"1552445_a_at",50.2073,52.6743,46.2623,14.0102,24.9293,62.8005,5.83139,33.6859,43.1848,56.2024,21.1117,65.2058,67.6843,122.765,70.2244,118.302,55.898,54.6158,28.6085,31.847,33.7081,36.7353,22.6296,61.9489
"1552448_a_at",11.3989,22.4623,4.44708,5.62839,19.857,7.65869,0.899485,5.71126,2.36644,16.8829,5.41728,19.5547,4.02646,7.62604,20.8171,9.4151,5.62132,10.433,3.25376,37.1333,3.20722,3.55427,1.9253,3.54699
"1552449_a_at",4.64087,5.18186,2.95026,25.3239,3.81112,1.98385,1.91685,5.27061,1.6175,3.88628,2.61559,4.59606,2.75139,2.03319,24.2031,30.3097,2.972,19.5886,2.57335,1.90241,3.68343,3.10819,1.948,29.7573
"1552450_a_at",134.667,115.598,112.981,158.971,205.136,167.799,13.6656,55.3428,49.1261,36.4309,11.6635,26.2411,166.973,195.716,145.86,203.432,180.505,155.249,60.4197,35.6923,7.72533,22.5825,45.2814,23.8477
"1552452_at",4.16578,28.6466,9.2171,1.28268,26.0963,12.6764,11.3485,5.75438,2.39617,7.35867,2.79197,1.79785,17.0469,2.33811,3.8032,4.41221,1.73,11.6481,4.33072,1.46682,9.45109,4.42654,7.38815,21.964
"1552453_a_at",4.11898,10.3573,2.11179,1.40448,5.76448,3.7819,2.98955,3.33693,2.57289,6.54478,1.72717,2.60429,1.63847,5.21148,3.64216,3.35384,3.39222,3.60927,1.5628,2.49543,3.57492,1.51475,3.42657,1.69264
"1552455_at",31.0772,4.15032,5.54048,8.28252,8.89842,56.6979,31.1547,11.5945,4.87219,4.52401,44.1368,7.64176,35.3267,40.71,7.8368,27.0769,21.87,27.031,2.66166,9.86666,4.16549,44.6943,18.4804,6.44206
"1552456_a_at",9.36061,3.0021,4.82451,6.27367,3.76114,4.29376,2.57452,6.64276,2.85576,5.53897,4.12053,52.3373,31.1985,3.69725,3.20413,9.48763,4.90142,4.64929,5.00421,4.14455,6.33838,2.82739,4.93652,5.64441
"1552457_a_at",33.7832,7.47881,29.6151,8.94081,4.16839,17.4126,57.9835,65.2964,55.4586,50.5007,39.1684,10.5094,32.3733,45.975,33.0084,28.4177,56.4547,43.5675,64.5069,40.2204,13.0883,7.54891,22.7594,31.6882
"1552458_at",28.0265,15.1398,6.14333,13.6625,23.0053,6.95537,22.571,8.04546,14.949,28.8538,22.1789,2.22931,35.7132,8.39606,2.62892,41.5442,23.9419,15.688,32.3442,23.708,1.40005,19.4739,15.065,2.08683
"1552459_a_at",12.6018,44.2505,11.0756,17.2457,16.6329,3.87538,5.03641,10.4085,8.33802,10.3564,7.0767,4.50618,7.42497,26.973,4.43554,6.30624,10.2361,55.1516,39.0173,7.7726,8.74585,8.42332,4.73809,28.6113
"1552461_at",30.4927,5.95994,19.2722,12.5482,20.6738,4.82208,10.8229,16.2196,2.35231,7.03149,4.51816,25.5346,12.855,28.141,36.9444,7.10402,12.3781,14.9586,3.28656,36.5065,2.17172,0.6085,16.8056,2.53137
"1552463_at",13.8082,45.7417,25.0855,3.74989,4.01816,61.1848,14.0454,48.1721,26.0208,51.4825,5.53427,38.7523,61.8379,1.46192,19.0146,1.98372,36.3946,39.0879,24.5918,30.3014,27.3256,40.515,35.719,12.1004
"1552466_x_at",3.83835,16.8596,13.6329,2.24833,1.04396,35.5659,9.36132,9.33848,18.1466,19.4241,13.0519,4.34196,20.0569,13.1713,2.81571,2.96314,8.40104,4.60506,1.87258,1.66832,4.07062,3.98811,3.17916,2.36751
"1552467_at",38.1397,57.5024,11.3683,12.9643,91.7466,88.5278,26.2474,20.133,41.7187,13.1521,15.431,13.6646,17.0346,15.9597,10.6513,22.8502,15.4443,39.0477,24.0985,10.6961,16.7211,30.4286,11.2094,72.3024
"1552468_a_at",15.5376,28.5086,81.5132,41.7671,37.6506,78.4521,69.5442,169.781,65.8796,85.3254,118.987,56.7632,114.081,170.347,65.132,129.507,155.947,135.597,27.118,109.259,85.2393,18.6946,87.0262,65.6579
"1552470_a_at",25.5423,61.7061,40.1449,49.238,43.2287,74.8157,15.4082,53.1643,2.85225,50.1532,31.5017,3.29935,41.0755,46.6808,45.658,62.9695,57.3516,37.0774,47.4504,2.77021,13.3555,19.6757,14.6272,10.2981
"1552472_a_at",313.633,302.937,312.659,339.288,294.08,272.52,439.78,386.228,428.442,365.117,388.4,399.993,324.985,326.425,356.53,374.547,250.361,297.503,417.792,460.261,458.324,496.452,489.731,365.245
"1552473_at",46.6617,50.167,115.97,51.0887,39.6111,53.0762,258.882,276.076,173.153,317.134,271.741,139.876,104.008,195.265,85.2655,42.6481,68.3997,38.3277,166.357,312.509,315.206,306.774,327.285,337.845
"1552474_a_at",256.583,282.516,234.077,168.225,276.32,148.288,536.767,593.783,484.037,488.195,494.824,591.601,197.747,290.13,227.608,175.501,254.645,223.274,433.91,569.123,448.723,348.474,397.837,487.208
"1552476_s_at",277.565,249.458,341.725,249.972,349.333,251.498,443.441,339.681,391.491,329.821,403.127,384.328,374.026,346.011,317.787,377.006,395.038,393.697,275.337,201.588,326.995,213.84,333.144,319.794
"1552477_a_at",15.7957,12.2419,36.0252,11.6029,1.44231,60.2631,469.814,497.181,549.145,453.902,482.983,468.456,16.3305,3.6672,18.7707,4.74824,43.9829,15.2793,339.492,499.1,481.496,493.827,444.944,456.825
"1552478_a_at",4.37853,44.0655,3.88041,23.4423,20.8958,3.53549,127.032,193.36,200.39,159.707,156.606,150.136,13.447,3.68189,10.6811,3.93039,30.9683,7.23163,117.646,143.092,132.953,204.506,171.983,134.994
"1552480_s_at",1.8602,1.33358,15.0498,6.57248,0.74493,12.9473,9.52423,0.785746,11.3803,15.151,10.2104,1.27289,0.841033,0.49893,1.14466,23.6902,0.638205,0.381386,0.742061,1.16722,4.60731,1.41193,0.943847,5.99393
"1552481_s_at",177.33,164.456,137.778,174.44,126.832,175.592,216.19,247.95,284.908,241.004,258.725,196.061,181.751,134.874,158.051,162.055,170.453,91.3845,264.855,278.122,323.721,225.724,226.194,255.889
"1552482_at",23.0882,6.77667,21.5747,9.5078,17.1362,10.2134,37.8897,44.5335,54.4715,32.4279,41.6215,50.8924,4.3771,22.2222,9.07757,37.885,50.5023,17.5873,62.6585,62.6704,39.645,23.5883,78.648,38.7966
"1552484_at",95.2166,115.116,25.971,70.8419,26.3545,30.5085,20.9518,24.027,26.8896,85.2831,31.0568,27.9646,75.6762,29.2749,23.2748,86.7152,80.4866,107.279,55.9717,133.569,90.4134,65.8872,27.6127,32.2396
"1552485_at",1597.68,1373.89,1456.63,1485,1394.35,1650.36,1009.89,968.635,1098.52,1029.16,979.697,1053.38,1606.24,1427.89,1657.95,1496.57,1328.04,1495.44,1104.56,993.619,1076.61,985.096,831.82,918.011
"1552486_s_at",1829.14,1751.95,1858.7,1986.12,1942.75,2141.69,1250.57,1239.52,1251.3,1248.57,1192.41,1259.28,1853.14,1880.2,2061.7,2014.91,1792.25,1910.43,1243.66,1260.88,1285.77,1310.74,1293.73,1310.69
"1552487_a_at",239.855,258.374,357.213,253.041,228.643,215.426,280.862,247.487,279.392,277.253,332.875,186.624,266.722,362.997,289.461,268.02,316.055,255.367,312.668,319.847,302.313,307.316,336.381,303.804
"1552489_s_at",0.832484,40.6567,22.3938,14.1374,16.0701,4.93475,82.9698,30.3743,45.9254,47.0773,79.3502,106.173,27.7092,28.1992,40.1048,21.8022,39.2309,3.37635,103.139,98.5277,62.1334,41.9939,57.2005,81.0235
"1552490_at",59.2192,55.4588,59.2136,47.5635,76.0336,61.0077,21.2822,50.2494,80.6108,77.8925,43.4329,45.2523,29.9636,83.1488,61.0706,62.7819,56.6039,93.0903,74.8453,70.7866,56.8865,73.0035,50.0943,53.8993
"1552491_at",25.1092,31.2138,29.0976,6.01034,10.067,41.9732,41.3487,6.23389,53.7085,46.2096,8.50205,84.981,54.1424,49.7085,9.64452,6.83854,14.3263,6.23617,80.2627,13.5911,4.50754,57.4263,7.62696,39.3636
"1552493_s_at",6.54762,24.3934,19.7365,6.5785,5.71966,7.50653,8.64473,16.6778,12.7744,6.48429,13.5486,3.11518,6.35121,7.4489,19.4329,11.6968,10.5505,14.3774,12.0417,6.06989,9.30675,5.33119,6.34847,5.03319
"1552494_at",85.8282,13.7815,67.3821,5.63397,23.423,21.3191,37.599,42.0425,5.87695,23.4346,18.0458,8.11579,49.0183,15.7476,17.7021,22.2341,20.4592,60.0054,9.81648,13.9274,37.6122,38.7692,27.238,38.7006
"1552496_a_at",4.94192,3.92419,5.10364,9.79523,2.04664,3.13541,1.8149,1.67286,2.25276,2.15298,4.69543,6.48054,1.32723,1.78391,2.87116,2.11707,2.51675,4.30416,1.35299,8.72628,1.63417,1.99409,14.4212,1.41681
"1552497_a_at",92.7497,56.8145,66.1687,38.3193,86.7674,29.2749,72.5969,85.387,30.4288,98.0969,79.7327,123.404,77.1613,86.5341,36.9069,87.262,74.4439,40.9658,70.4124,108.64,54.8358,48.8813,50.95,77.7701
"1552498_at",45.7525,30.3205,67.6751,59.9468,48.2798,18.0801,91.9456,86.6542,57.1771,54.6154,41.6289,89.8715,45.2924,41.8475,30.5617,37.9334,49.6295,89.2059,71.6191,49.5789,62.9748,44.9262,6.6927,23.4167
"1552499_a_at",43.9902,52.0827,36.402,38.2981,17.2743,54.928,31.7435,19.3648,40.9044,52.689,32.2567,72.2591,33.6644,28.9548,56.3397,33.427,44.0176,84.6674,28.8397,42.7473,11.9912,43.1902,49.2252,59.9501
"1552501_a_at",13.9226,12.2196,13.98,25.4288,51.1969,10.4555,10.2143,17.8834,28.3726,23.6467,15.7378,38.9829,16.1998,13.6282,17.5375,27.4393,6.42654,52.5714,29.1869,36.0977,8.69362,10.6924,3.17919,24.1313
"1552502_s_at",6.98013,5.36865,1.54431,3.64192,16.5578,18.6786,2.20719,42.8644,44.5815,52.1194,5.09518,35.3418,54.2777,2.49434,15.7235,5.37915,46.3087,10.069,11.9805,12.7245,52.1166,29.2951,30.5308,25.1619
"1552503_at",65.6292,69.7479,45.74,6.9775,11.9045,15.8708,6.31391,131.964,34.0454,30.2049,19.1932,12.4263,65.7369,54.4517,6.33676,9.32401,84.9807,11.6299,38.2694,25.2824,12.286,8.18811,34.7821,10.0963
"1552504_a_at",27.4442,45.9131,76.3126,28.1776,10.4094,12.9358,47.9972,43.5389,65.012,54.6689,24.1805,20.4057,58.309,10.3132,22.8932,75.3525,28.8969,121.37,54.6835,120.779,14.1324,66.361,17.4506,59.5702
"1552506_at",13.8672,48.0044,32.1558,8.09907,11.5011,3.70974,7.15341,13.766,29.1029,10.2938,9.7511,50.0899,9.54774,30.7659,41.1412,40.535,49.1377,11.4714,21.9708,9.99484,21.5215,2.11983,24.816,8.04975
"1552507_at",42.4424,39.6054,13.2763,6.49159,26.6836,52.5379,13.6005,52.8274,38.241,20.407,7.91737,75.4416,46.978,11.0237,41.1521,43.4115,45.391,41.3305,27.0155,64.7915,14.8322,8.68777,39.0401,12.1086
"1552508_at",5.09294,28.4116,18.988,3.80156,13.9275,6.10717,1.94315,4.07387,36.9504,4.0078,6.72654,8.19074,24.3498,3.04866,23.5798,7.50399,7.62339,4.72737,3.4715,15.3116,6.11424,5.12731,3.44547,4.94276
"1552509_a_at",15.6433,50.7135,31.6729,5.52817,26.3127,41.3984,2.05108,63.312,1.90984,58.9434,39.8755,1.83173,38.0619,29.0384,5.81928,2.19677,41.0841,10.6791,49.7705,41.9608,27.4905,4.09065,6.69982,1.73442
"1552510_at",221.878,411.334,355.888,299.6,197.832,314.168,260.323,386.583,361.415,356.153,262.869,278.187,306.019,338.37,263.399,345.786,272.033,427.672,240.326,269.536,343.252,249.961,308.29,310.351
"1552511_a_at",2.51989,4.5104,8.68665,25.3877,0.805342,3.91811,30.6878,4.84448,14.9737,0.768136,0.925785,1.11767,3.13562,2.6992,1.22959,25.8211,3.48421,5.51875,1.06152,12.1208,6.84916,4.45207,4.77531,10.7726
"1552514_at",2.20001,3.66224,4.91093,18.8336,3.13923,2.78183,37.3855,3.66795,36.8171,13.9065,14.9852,18.3544,27.5636,25.218,1.80803,4.41597,3.43758,1.58281,35.4905,1.48513,3.14999,0.967914,4.01036,18.9404
"1552515_at",14.4624,42.0998,55.9278,14.2287,38.0604,11.3614,22.6514,16.963,8.42677,13.3735,27.3539,20.993,10.0537,2.74692,16.0733,54.7357,28.9119,15.6618,9.75181,57.4941,42.3329,12.3704,25.3894,47.7941
"1552516_a_at",161.187,160.623,200.202,100.935,109.447,111.258,146.978,183.321,174.19,120.127,158.459,131.946,121.424,114.505,125.43,175.94,224.751,161.527,126.726,162.136,126.425,158.371,175.914,126.923
"1552518_s_at",16.3707,103.416,29.5802,51.5107,26.7765,85.135,77.4312,140.619,98.8508,78.8644,108.866,103.547,38.4763,55.077,58.5381,73.1831,28.8008,28.8369,7.30212,84.184,41.2257,93.3384,8.78752,81.6786
"1552519_at",8.85195,12.5721,26.4624,7.86312,59.3171,33.7185,8.44772,24.5901,20.434,2.82076,32.0557,38.1975,21.8658,34.5644,24,26.1107,17.4995,26.351,4.1307,47.1521,23.8141,20.7784,3.85924,33.0435
"1552520_at",31.95,17.2129,18.2521,33.6279,5.71188,2.22946,37.3876,26.8548,17.7605,33.9878,27.7978,33.5312,54.9235,27.8248,15.0705,32.3861,33.0647,35.6909,30.5419,41.6716,31.6007,25.4155,43.2535,34.4585
"1552521_a_at",2.21142,1.30691,2.95113,10.2832,1.02761,2.19594,2.56329,4.99629,13.0519,26.8727,12.6947,3.63238,20.016,10.1868,1.97232,21.2832,28.8771,2.92407,10.7423,25.3022,1.2855,12.1074,1.92738,3.76411
"1552522_at",2.13215,44.9022,26.913,33.4022,25.8141,6.50869,4.42535,25.9565,13.1233,3.20666,18.0295,4.18046,18.1636,4.21942,4.28635,3.32978,39.0618,40.032,43.8575,2.67351,41.7224,11.5537,35.6862,3.8505
"1552523_a_at",28.525,4.30356,33.9412,4.89102,18.5769,1.78751,5.16599,29.1151,3.55385,4.33731,10.4421,51.933,18.5595,20.111,4.92963,42.5942,12.3287,5.42928,7.11528,10.8587,14.1187,5.90506,44.4524,11.9534
"1552524_at",16.1505,10.9998,17.2041,13.4674,15.3865,15.7148,23.4519,30.7042,43.7633,12.1968,12.0408,28.3319,50.8215,33.4662,14.5754,12.2503,11.754,10.9186,16.0564,16.0004,9.19215,10.5024,70.6361,21.2146
"1552526_at",4.53455,8.07337,12.6952,7.02092,2.25878,4.11714,17.4719,4.66158,49.8047,3.01114,5.25033,4.31025,8.48971,3.80234,7.96431,6.73199,6.87515,7.96608,16.8141,7.80418,6.43795,2.26252,40.3166,8.63154
"1552528_at",64.394,14.5683,13.0139,69.4798,24.7502,10.987,23.2548,16.7838,85.6485,117.945,43.8356,32.5024,16.7338,14.5919,15.6928,20.3992,15.7689,48.627,21.2311,19.521,56.5214,50.0286,20.9082,24.0647
"1552531_a_at",31.7839,37.7694,7.85678,1.67169,20.3515,27.0487,1.95013,24.9205,8.66959,24.6247,9.79091,3.82884,51.8188,28.2445,50.3392,2.85455,17.4705,11.5429,5.43555,7.22872,66.6674,36.1679,10.5789,14.3767
"1552532_a_at",2.56803,1.18303,3.05219,3.11464,7.77223,4.6325,1.22464,6.23628,3.39101,1.54335,8.80975,2.80184,10.3057,1.59663,3.73168,1.45411,5.75739,1.90464,3.81312,2.41731,13.4437,9.04528,8.62198,1.85389
"1552535_at",8.49276,10.3858,11.5493,3.86055,72.0749,6.69809,35.6407,33.5623,89.3572,44.3815,63.745,45.0645,33.3182,23.0893,10.2135,35.0996,10.9064,9.42639,44.5034,46.5858,58.9205,28.6573,59.3527,9.01605
"1552536_at",49.8765,7.59278,39.5209,5.14105,34.1653,28.2412,43.9612,37.7876,30.3288,5.82469,39.1817,13.9236,26.3583,33.0538,41.5705,46.186,38.9897,36.53,27.7637,53.8342,4.77371,50.2789,50.0618,7.40331
"1552538_a_at",68.6163,31.1642,10.0287,36.9476,4.68942,40.0684,1.54495,5.91238,10.1024,13.1401,4.80637,39.5944,33.5889,18.5384,43.7278,51.3144,94.0079,32.8996,3.1564,5.2468,3.49179,4.8535,5.77794,3.40346
"1552540_s_at",49.1333,88.8845,66.0505,16.1594,85.8525,35.1953,73.8636,67.4123,72.4752,64.8915,108.822,44.115,40.1093,57.0318,11.5129,44.3462,19.2404,84.8004,68.4031,40.8022,25.1887,90.5533,83.627,55.726
"1552541_at",205.144,275.15,155.821,132.667,172.579,173.884,336.942,350.489,316.944,205.827,309.353,292.271,116.296,110.962,106.989,152.703,203.886,109.76,256.136,356.879,288.011,399.464,263.259,275.289
"1552542_s_at",33.8072,35.9545,46.6855,27.2632,1.24764,31.043,22.1587,40.496,27.8426,13.2225,7.85347,32.7781,69.08,4.32992,14.7878,27.2396,32.1334,16.6966,12.4163,14.4131,2.6538,45.4675,2.95136,2.79295
"1552543_a_at",91.9194,89.9108,95.7335,104.379,89.786,63.6342,6.41905,4.53758,32.1729,16.7393,32.8385,51.1149,78.8691,85.3546,66.8574,94.2096,86.307,74.6278,35.1415,45.1996,23.0047,6.32059,36.7916,4.54853
"1552544_at",47.2362,59.2529,10.6289,43.0523,48.9418,57.0913,6.07142,4.96348,30.4364,57.0929,32.7881,27.2213,27.8303,44.9623,40.9341,22.3948,41.5654,30.2725,26.4861,7.36188,7.83879,29.9536,3.46254,48.3565
"1552546_a_at",65.9487,103.474,86.6419,85.5247,84.2646,85.0074,172.817,171.017,154.052,132.762,141.14,123.029,76.7492,77.325,81.6634,76.9871,86.4081,100.566,125.432,141.846,100.383,131.415,96.1883,117.627
"1552548_at",60.8724,5.90322,46.2851,8.43778,29.8574,39.3121,38.2203,38.1171,59.6682,12.3812,81.6753,52.4746,43.7209,43.0016,35.9666,43.13,29.9799,27.8137,57.5148,59.9942,33.4715,3.30075,40.5426,35.5416
"1552549_a_at",28.502,34.2335,8.14291,78.4845,77.7141,60.5733,28.0709,21.9752,28.4512,20.8552,49.6564,51.3664,18.9228,30.0739,17.9385,52.3957,26.0418,55.5283,21.0014,22.0625,20.5875,17.6539,6.06526,27.3802
"1552552_s_at",5.75187,10.0504,25.7473,24.4961,26.3771,24.7891,2.21417,26.206,11.2571,22.9472,29.6454,31.8761,28.45,16.2128,10.5894,14.7461,10.0465,43.3609,2.92273,23.1095,24.4543,30.3386,39.6362,2.24066
"1552553_a_at",5.36017,2.5007,2.66795,17.9676,3.36246,25.4212,36.8234,7.03995,32.9019,11.2919,1.76083,24.1632,7.83442,17.4189,2.58793,17.4851,3.22685,5.25268,4.62468,1.70186,8.6554,2.88755,1.62393,1.70583
"1552554_a_at",17.5404,6.18871,1.35791,2.74215,4.92867,6.11073,3.95833,2.66694,4.96819,15.6863,55.9043,8.50023,7.12999,13.1332,2.10261,6.4461,20.6761,27.6664,23.1768,3.45177,3.78515,4.94831,4.65837,38.5014
"1552555_at",112.498,58.5961,77.5112,83.8333,85.7094,15.7362,108.511,129.287,103.232,44.5729,51.7783,82.6281,71.4725,67.1939,87.2162,71.5731,78.6227,104.588,64.6986,85.9257,55.3839,39.9528,79.8401,16.0654
"1552557_a_at",17.4953,24.1888,1.46028,25.1233,17.6959,30.8235,29.2523,25.0908,34.6534,25.794,21.0807,26.7044,19.7992,26.7991,7.52084,25.0217,36.1911,6.78518,29.3019,6.66661,14.2886,19.135,1.82736,19.684
"1552558_a_at",150.19,129.366,118.226,66.4486,137.812,114.179,110.859,141.739,147.918,116.354,179.236,125.535,155.368,156.2,146.064,132.169,169.847,123.721,107.944,75.7983,105.705,109.064,146.516,101.202
"1552559_a_at",4.60482,15.5887,15.1258,12.297,12.2602,8.83769,16.2272,9.97303,9.7037,19.9575,17.7059,18.0612,29.9291,9.82854,12.9273,12.015,10.1879,10.1651,16.0043,9.43508,12.3703,10.8178,6.36171,11.9102
"1552562_at",100.304,90.9599,85.9708,66.4946,100.546,87.0691,81.1084,56.6468,73.1474,48.7625,111.751,94.2093,60.2293,78.2688,76.4589,41.6372,65.9265,76.0521,101.349,69.5712,54.4355,64.6538,71.1924,75.1183
"1552563_a_at",22.1702,12.1085,2.326,10.5309,1.80564,3.43684,9.90498,8.94276,1.32165,33.9403,12.5629,4.18811,3.88962,2.2466,10.0244,13.1193,1.91738,7.90964,30.5072,3.09352,45.5763,3.31144,4.68109,35.526
"1552564_at",36.9871,45.937,7.85461,37.6488,60.9718,24.6402,24.8278,19.372,8.65552,10.4582,38.0984,5.59886,20.503,31.9716,5.31059,27.5344,9.51062,6.46161,3.01564,25.3372,7.06404,44.6263,10.2657,51.6422
"1552566_at",2.77768,16.1762,2.33602,4.2075,1.55511,2.956,1.60586,3.87334,3.75181,4.70341,2.37486,1.89517,1.90695,2.06694,4.17254,4.37867,2.30624,8.89049,5.87551,3.63065,4.40498,1.96665,2.72732,4.74498
"1552568_at",2.84278,4.26714,3.31058,10.5892,43.6287,3.65716,2.48587,3.16348,3.02967,3.93181,94.5388,8.07176,3.05099,23.5694,2.27547,17.7061,3.24881,4.38367,3.32654,2.94741,3.74762,3.05784,2.85328,5.86059
"1552569_a_at",19.0812,6.48896,10.7053,8.40238,7.29559,8.39008,17.0927,10.1253,6.99084,27.8802,9.70984,13.2313,8.9909,3.50017,10.707,21.844,12.8958,8.20722,7.49959,14.7875,8.30139,10.2095,41.3282,5.27447
"1552570_at",2.29907,25.0857,19.7238,29.5593,13.1472,4.26858,5.9307,23.6819,2.78816,24.703,21.7752,4.76803,0.944705,12.4631,30.3154,32.3747,24.5261,24.6012,24.4399,7.64884,53.4388,32.9883,9.64233,18.2407
