"","GSM614501","GSM614502","GSM614503","GSM614504","GSM614505","GSM614506","GSM614507","GSM614508","GSM614509","GSM614510","GSM614511","GSM614512","GSM614513","GSM614514","GSM614515","GSM614516","GSM614517","GSM614518","GSM614519","GSM614520","GSM614521","GSM614522","GSM614523","GSM614524"
"37226_at",402.94,407.227,401.173,396.166,414.606,450.296,348.402,313.88,350.445,376.359,378.046,361.28,356.008,321.372,386.412,428.79,407.517,350.488,404.806,378.848,396.525,443.138,367.48,389.019
"37232_at",278.656,320.389,228.154,171.569,259.26,190.377,228.716,233.597,238.961,255.302,242.209,235.714,210.294,190.321,200.213,193.613,214.116,200.969,192.868,209.746,240.047,225.158,255.347,206.13
"37254_at",329.581,429.609,396.624,497.472,473.377,394.877,340.404,387.294,297.756,359.959,243.096,289.412,386.912,369.243,452.414,392.941,455.405,411.658,361.326,311.591,291.076,381.773,281.521,329.229
"37278_at",392.513,382.919,355.424,418.259,390.996,410.434,287.977,367.128,299.434,298.304,422.055,344.946,354.608,418.107,543.878,391.264,519.23,390.992,435.859,346.002,432.716,338.182,349.964,315.804
"37384_at",2210.77,2257.93,2157.07,2055.25,2592.36,2282.76,2504.39,2637.02,2520.57,2682.94,2745.96,2634.56,2338.95,2258.34,2350.85,2523.16,2831.84,2534.74,2413.71,2240.58,2499.04,2341.66,2313.81,2392.49
"37408_at",1456.26,1458.53,1426.05,1440.22,1341.48,1500.67,1513.59,1601.8,1596.02,1401.68,1373.49,1630.62,1476.43,1072.2,1659.31,1306.3,1752.35,1657.75,1783.56,1742.51,1847.96,1426.83,1733.82,1739.19
"37424_at",193.125,249.042,225.261,191.791,232.139,213.728,239.082,241.038,226.448,209.988,191.071,287.389,260.233,247.375,192.644,234.464,242.797,223.344,224.774,224.059,195.877,161.399,262.849,270.415
"37425_g_at",178.747,197.71,147.423,170.354,196.33,174.815,164.551,223.722,269.787,359.327,167.693,324.113,272.643,172.982,190.478,180.029,201.359,220.151,224.277,193.905,219.955,203.315,157.889,185.536
"37433_at",297.167,258.554,250.603,311.611,267.278,294.443,265.344,262.788,268.8,274.039,270.998,225.857,276.671,297.994,259.503,274.992,250.359,308.787,257.555,268.018,249.655,263.427,228.719,251.447
"37462_i_at",1510.12,1277.12,1353.83,1442.14,1244.1,1172.28,2669.93,1903.18,1891.8,2026.39,1947.39,2135.57,1664.69,1980.56,1749.35,1855.68,1899.35,2063.07,1490.3,1415.26,1590.74,1580.02,1606.66,1810.3
"37512_at",1.26429,0.68158,12.544,2.91284,3.48745,1.45558,11.3584,1.30661,22.0376,12.8096,5.27257,1.47122,9.88039,18.1219,1.90229,17.9957,1.2245,15.7684,7.49937,10.7283,16.0526,15.408,25.703,4.31517
"37547_at",76.5321,132.05,55.7,94.8505,87.6038,107.489,79.3751,62.1454,73.6092,80.7727,62.9233,71.8469,116.339,81.321,62.3202,124.487,108.79,54.0229,96.7303,90.2198,71.1317,88.3917,106.958,91.6801
"37549_g_at",549.16,556.679,466.142,428.677,455.348,433.707,330.352,469.319,471.359,453.404,445.151,399.745,433.004,534.907,385.255,465.057,420.779,385.849,476.914,411.027,423.089,438.007,446.859,479.215
"37566_at",30.9589,19.0483,31.4995,34.4391,6.63176,23.5775,14.3165,12.7431,4.99926,34.5691,25.1946,5.46756,3.76723,6.47496,28.5112,11.3306,29.3223,23.5267,30.996,3.69944,8.76388,4.51827,2.41947,6.74783
"37577_at",349.608,293.65,320.29,359.433,373.529,366.974,343.944,385.382,372.479,377.165,298.234,351.436,298.295,307.5,301.549,301.915,364.451,279.944,347.575,325.7,303.987,335.343,385.248,302.487
"37586_at",148.362,135.387,157.797,185.643,152.265,164.535,160.726,209.873,136.824,189.211,128.935,133.681,153.632,140.182,159.173,161.178,180.225,166.208,143.334,185.226,200.817,159.028,126.762,150.881
"37590_g_at",389.087,356.347,392.652,366.844,347.399,400.896,202.311,197.748,170.559,210.841,163.046,190.201,383.769,353.549,277.961,254.536,345.067,284.927,232.696,188.208,192.301,196.905,151.086,176.364
"37652_at",519.652,516.953,513.011,517.523,672.618,569.876,814.186,923.057,991.153,877.768,834.915,834.681,667.497,631.397,605.619,644.636,796.631,692.735,739.497,642.302,646.792,688.538,668.875,680.389
"37793_r_at",227.107,239.931,239.678,217.526,250.159,185.093,310.489,268.776,264.211,315.935,247.69,312.396,248.994,212.406,212.253,229.903,223.817,207.578,275.776,342.92,258.514,292.956,288.794,263.743
"37796_at",206.568,153.19,122.158,112.202,99.5063,166.938,122.837,204.544,178.353,158.648,98.6017,189.641,135.803,149.309,39.0389,151.074,97.0417,147.72,166.412,156.408,171.065,136.349,88.2985,93.0411
"37802_r_at",131.675,132.96,151.865,125.719,86.021,120.076,93.9402,71.7481,94.9433,46.7832,104.653,132.367,66.1793,105.206,86.7865,93.6117,122.668,125.752,72.4498,97.9536,91.4241,84.2906,64.3832,51.5733
"37831_at",336.112,359.086,258.794,324.249,339.124,321.857,269.272,324.808,340.593,291.818,346.003,364.828,325.906,390.538,354.162,301.948,328.747,392.345,294.118,254.265,267.888,272.425,282.218,249.001
"37860_at",307.277,333.048,361.535,302.023,302.468,328.472,302.705,347.917,353.654,340.658,319.638,349.459,306.519,338.14,328.311,295.541,323.954,318.43,360.211,322.118,317.221,310.59,365.029,360.014
"37872_at",461.084,530.308,422.32,359.034,429.954,500.692,483.703,543.704,459.99,492.969,513.661,557.342,528.232,487.096,496.869,473.021,469.009,502.534,443.317,447.321,426.715,467.674,341.626,471.109
"37892_at",5.31316,6.09662,4.79189,6.02484,3.92561,2.49311,2.93882,2.58781,13.1497,46.8533,13.4275,8.42023,3.94429,4.57156,3.61843,2.23885,5.11006,4.89956,3.89223,12.4004,7.15154,3.581,4.26587,15.7951
"37943_at",683.583,783.963,707.588,700.541,787.847,724.201,648.541,687.773,666.458,590.265,630.059,640.061,616.69,747.624,529.154,577.815,674.221,561.008,698.171,673.693,614.931,611.084,645.443,544.774
"37950_at",605.084,633.311,642.862,593.308,628.854,660.597,525.867,608.87,528.342,456.339,501.065,516.148,751.183,680.447,643.045,735.022,684.922,759.445,512.404,485.972,646.912,551.431,438.453,425.519
"37953_s_at",46.3722,46.6522,23.4189,32.6285,25.3965,10.8248,42.741,39.2598,78.1454,48.0727,23.8027,82.257,51.2609,36.4258,31.4996,10.1774,10.8921,9.82545,46.6209,29.0081,58.6058,15.5328,27.8251,27.5589
"37965_at",2371.04,2294.63,2251.05,2226.1,2301.75,2312.07,2859.8,2644.88,2657.65,2795.79,2796.17,2854.45,2892.36,2505.88,2935.68,3084.7,3146.8,3304.18,2158.62,2163.72,2182.84,2123.4,2129.06,2212.28
"37966_at",1264.23,1152.19,1236.08,1328.02,1234.84,1255.91,1352.76,1265.85,1216.16,1252.31,1139.99,1241.67,1422.5,1261.52,1385.01,1323.37,1332.39,1435.02,1105.5,1040.14,1310.28,1069.77,1038.02,1168.11
"37986_at",257.103,298.049,240.734,268.31,256.562,275.217,285.806,438.343,432.285,326.09,406.004,272.899,292.535,312.247,261.13,322.256,302.085,273.281,345.691,421.74,322.888,360.776,242.399,371.459
"37996_s_at",240.689,237.267,222.873,229.063,267.054,205.708,307.379,317.247,375.996,348.574,284.599,387.485,295.708,318.137,306.024,288.697,320.867,377.811,309.44,302.713,323.881,248.423,256.184,262.126
"38037_at",1022.42,1107.1,1117.92,1185.4,1060.47,1176.24,447.277,430.34,403.313,347.245,361.64,431.072,1199.43,1034.92,1106.77,1213.56,1236.53,1223.05,486.298,465.316,556.987,489.483,443.652,407.401
"38043_at",476.155,440.205,446.432,490.246,449.366,468.597,579.55,519.081,525.566,517.67,517.643,449.872,603.006,595.845,629.814,589.996,626.884,607.658,426.126,463.19,414.984,450.182,413.284,466.803
"38069_at",1623.03,1604.41,1534.78,1413.47,1459.9,1410.94,1443.4,1261.17,1495.81,1646.29,1573.47,1463.91,1695.22,1497.14,1703.03,1743.74,1558.4,1775.99,1601.19,1571.64,1663.81,1438.36,1421.63,1479.05
"38149_at",312.498,400.905,470.26,418.043,468.363,480.021,142.432,155.264,156.097,177.597,162.248,111.456,417.729,373.826,389.973,412.309,506.436,341.911,112.466,114.283,88.5037,130.623,134.03,113.082
"38157_at",383.299,438.22,415.63,420.227,391.553,410.865,425.193,338.027,380.454,396.768,303.601,280.574,440.158,410.624,515.385,456.435,505.913,468.899,411.642,423.925,419.824,489.538,455.549,325.341
"38158_at",191.841,243,189.736,192.461,204.276,187.88,266.51,282.743,326.534,382.087,294.114,267.884,188.453,180.104,156.516,179.844,222.136,207.79,288.596,299.602,259.908,311.761,349.553,287.264
"38241_at",433.875,461.752,446.164,500.505,490.921,481.625,465.73,526.871,546.296,581.206,646.416,500.361,419.791,472.209,481.775,465.641,472.111,395.779,506.049,522.83,429.853,520.415,571.218,543.254
"38269_at",2278.4,2183.54,2190.82,2082.28,2227.79,2012.55,2932.72,2527.42,2638.49,2411.94,2477.04,2374.62,2426.41,2384.67,2385.08,2432.47,2669.17,2465.04,2760.54,2536.9,2773.69,2508.23,2455.56,2571.28
"38290_at",108.349,91.3112,128.631,87.9644,111.282,73.2196,229.608,193.753,209.182,262.683,250.771,223.473,88.6115,115.185,97.5396,102.349,72.6352,95.4403,251.346,264.287,262.344,279.24,282.778,257.382
"38340_at",1116.22,1002.65,1020.6,978.348,1024.8,950.901,2255.94,2182.52,2203.39,2176.39,2081.17,2210.91,1148.95,1116.09,1116.78,1281.77,1310.05,1328.77,2166.35,1891.43,2401.49,2073.45,1979.21,2178.53
"38398_at",594.844,654.162,666.988,552.433,637.083,681.485,540.408,723.182,560.232,591.551,583.981,568.915,613.779,639.514,599.477,560.661,734.52,644.139,510.861,521.307,598.561,512.96,436.186,477.212
"38447_at",349.645,342.455,323.964,350.523,313.992,356.443,224.725,354.525,412.087,399.625,299.883,299.329,257.087,413.21,280.823,329.337,283.846,349.637,213.936,294.022,366.39,341.222,336.053,426.225
"38487_at",3454.77,3185.24,2852.22,3075.39,4058.78,2986.51,3712.67,3628.76,3500.35,3322.77,3401.73,3743.44,3215.14,3163.66,3235.33,3365.95,3917.52,3851.94,3004.65,2602.59,3363.34,3102.7,2947.92,2964.64
"38521_at",27.4087,89.2009,49.575,26.189,99.5132,93.399,41.4167,78.4783,102.857,48.9378,108.022,33.8198,70.4627,27.9423,99.4265,92.2248,145.769,107.772,31.3437,56.4901,39.2041,73.3818,92.725,56.5648
"38671_at",4048.28,4173.57,4207.94,3923.83,4447.96,3808.75,5633.32,5859.08,5317.22,5120.2,5324.44,5214,4033.55,3900.85,3857.02,3672.64,3923.75,4058.81,5537.16,5542.52,5944.97,5250.61,5516.36,5353.81
"38691_s_at",132.338,152.986,211.079,120.627,227.591,110.52,117.753,131.81,107.843,96.4194,162.073,191.397,146.258,191.747,171.779,205.887,119.037,261.792,168.557,146.482,55.3821,159.937,28.7187,96.0379
"38703_at",1722.41,1613.53,1815.05,1680.07,1555.92,1503.54,1550.06,1358.14,1367.37,1403.31,1476.9,1349.89,1619.46,1589.69,1514.44,1615.25,1509.46,1596.63,1446.96,1392.8,1403.07,1380.48,1385.63,1464.56
"38707_r_at",1034.35,1077.65,970.637,817.011,803.069,857.516,1009.07,1142.86,963.285,1106.15,934.408,946.382,1041.17,959.395,995.69,852.652,1143.6,1200.27,958.754,1140.56,1185.27,1005.94,947.976,920.632
"38710_at",776.398,852.252,756.373,593.917,591.567,581.327,921.024,812.471,853.106,806.433,977.444,796.045,697.806,770.263,662.508,653.212,780.411,784.765,734.558,812.429,886.897,853.919,687.294,924.333
"38766_at",141.197,195.155,183.139,229.985,178.914,168.593,239.189,213.549,219.12,160.7,155.066,163.303,189.099,166.897,144.613,193.069,175.576,168.975,190.151,209.665,251.814,245.093,149.827,208.041
"38892_at",519.156,482.402,497.259,358.242,471.225,469.502,407.794,392.411,406.322,403.718,468.894,352.285,520.772,497.15,463.234,376.323,503.894,513.993,361.219,377.517,359.315,360.342,350.951,300.193
"38918_at",414.993,420.196,452.834,318.249,389.455,420.499,405.701,439.48,410.266,467.523,408.96,449.081,532.225,517.749,497.06,436.694,656.282,664.208,345.524,337.235,301.95,292.346,305.729,348.509
"38964_r_at",90.4507,219.681,124.055,120.196,95.0733,58.1714,108.517,137.495,109.325,131.635,116.592,142.282,139.121,89.3767,106.116,130.811,121.154,110.275,147.238,85.8975,99.1127,86.3234,132.701,90.1445
"39248_at",72.5089,47.2589,53.0524,46.0305,82.8824,89.1111,1103.72,1075.48,1240.63,1358.63,1356.73,1226.64,52.0928,35.5119,39.6848,39.4314,61.1685,35.9903,959.471,991.959,986.431,1466.71,1558.18,1564.59
"39249_at",19.469,98.7604,51.8836,74.284,83.7204,49.4111,182.937,185.369,183.287,268.467,231.06,297.243,81.0341,24.9321,28.4533,29.536,19.3583,82.8459,118.917,211.211,204.071,257.993,221.39,131.921
"39313_at",68.5501,62.2859,71.438,69.5397,72.118,51.2492,46.0726,34.1248,47.5594,44.5396,60.5856,52.3596,55.5774,61.3569,46.7417,76.2102,68.8407,61.7856,42.9356,34.8461,53.1329,25.0412,33.1128,15.8056
"39318_at",56.561,46.4644,71.8723,56.1416,13.4838,58.3077,11.0156,40.9834,88.7622,58.7875,11.8953,9.90784,29.4156,44.0793,38.5168,88.6283,43.6489,90.1859,9.78154,13.0027,47.499,11.8134,42.6716,62.277
"39402_at",109.898,81.944,96.2954,104.995,113.1,63.6032,71.6757,42.8636,120.12,87.4104,102.587,100.934,96.9886,50.0659,79.0306,69.1391,88.4868,115.775,100.837,73.5379,61.8096,104.933,92.7435,77.3502
"39548_at",231.866,260.328,253.605,300.406,303.836,298.396,322.503,360.722,347.22,253.97,371.54,460.098,253.202,311.002,345.65,331.736,390.83,340.434,283.816,273.854,308.495,251.388,283.181,355.075
"39549_at",725.959,663.097,703.316,772.332,840.937,818.738,689.611,669.936,828.402,842.054,797.958,773.887,796.961,931.891,795.389,752.535,999.628,836.893,682.512,809.527,698.751,750.036,779.165,757.52
"39582_at",365.268,347.161,336.747,310.086,335.451,311.746,276.377,307.934,306.049,279.174,226.111,272.196,378.023,382.037,343.029,267.965,309.15,354.858,297.081,244.912,227.718,219.931,227.413,267.394
"39650_s_at",67.5069,59.1346,49.7472,79.3431,48.063,89.3203,102.202,69.2756,80.634,90.7934,110.009,117.982,50.9856,53.1009,36.8825,66.7812,54.6526,39.4878,74.0148,54.0347,53.0229,89.5935,90.5527,86.7601
"396_f_at",387.713,629.062,640.797,296.472,288.485,533.429,397.45,479.61,542.247,554.003,552.954,724.885,538.57,404.107,453.478,461.364,324.849,335.832,506.984,601.174,442.455,591.579,620.469,414.681
"39705_at",543.572,537.678,452.495,496.138,486.876,482.245,326.242,426.546,428.944,305.582,317.917,316.489,513.206,531.589,410.467,423.919,507.874,530.867,434.36,439.704,432.538,310.949,439.243,307.718
"39729_at",10905.4,10811.8,11089.6,11836.1,11678.9,12052.9,11548.5,10709.1,11015.4,11602.3,12185.6,11038.8,9869.62,10124.7,11205.7,11632.4,10316.6,10062.7,11954.4,11299.8,12214.9,11745.4,11546.3,12111.7
"39763_at",198.669,245.534,253.649,185.346,163.2,129.916,191.428,187.014,204.5,321.169,153.542,188.061,220.672,252.148,165.775,252.391,188.274,220.282,279.932,298.168,151.274,170.87,186.069,198.002
"39817_s_at",1128.94,1125.84,1133.65,993.849,1076.05,1217.18,1011.54,1124.78,995.925,1097.87,931.416,789.443,877.038,1096.97,950.468,981.559,1070.31,1087.04,947.619,1070.08,1119.13,1117.98,1103.79,1061.09
"39835_at",479.647,529.891,521.24,502.126,432,448.064,555.395,549.125,472.014,513.041,437.355,500.196,550.19,544.374,582.784,527.943,599.52,578.406,466.937,375.139,449.924,377.586,400.847,476.559
"39854_r_at",3127.88,2883.18,3113.63,2667.9,2608,2368.38,2782.88,3286.32,2680.68,2785.08,2320.22,2823.65,2854.96,3713.28,3910.1,3251.97,3172.5,3293.99,2233.9,2706.33,2263.18,2078.18,1893.91,2177.63
"39891_at",401.416,398.492,413.523,410.781,401.938,402.215,343.608,396.881,271.12,306.616,313.182,355.246,458.945,513.211,417.903,442.127,476.469,401.456,290.424,304.738,257.909,268.879,284.304,330.388
"39966_at",4.04781,47.6522,48.1344,50.4896,39.4898,38.1409,54.2627,31.7885,43.6664,36.843,32.1157,60.2815,31.6401,37.2283,51.6645,46.4824,24.9585,65.3924,34.2517,35.2291,35.6521,46.4408,62.4478,54.5018
"40016_g_at",1536.75,1540.18,1511.91,1508.79,1828.49,1405.43,2457.26,2182.56,2042.41,2101.42,2021.04,2118.07,1731.37,1638.27,1724.54,1689.17,1895.27,1783.82,2167.65,2083.48,2272,1998.94,1905.15,2101.34
"40020_at",86.3786,71.4335,64.1154,50.4024,69.5452,77.2611,61.1976,56.6598,76.2212,53.5011,61.3506,84.4227,46.5015,93.3715,70.2686,80.0203,48.2091,82.2621,55.0726,68.8481,54.1176,36.4085,55.7796,60.713
"40093_at",436.79,472.675,485.189,315.365,387.125,358.734,540.454,438.144,515.438,343.433,443.846,467.455,549.129,574.11,538.375,654.894,598.517,546.1,368.232,370.316,322.317,351.141,263.582,289.721
"40148_at",224.818,265.921,262.875,187.893,198.934,185.395,1103.84,1141.21,1167.27,941.053,1039.11,969.702,274.277,277.97,255.709,283.23,218.32,188.988,1147.11,1163.82,1152.24,1091.61,1095.51,1148.58
"40149_at",549.593,505.436,514.396,561.821,550.831,489.259,615.297,549.184,517.881,522.832,511.844,588.984,651.509,596.596,542.936,580.145,548.54,577.886,570.811,555.844,576.865,615.178,475.896,666.857
"40189_at",7733.08,8139.69,8631.18,8722.17,8538.8,8585.35,8758.78,9023.98,8703.41,9301.18,9442.77,9283.69,8269.38,8070.79,8518.82,8678.91,8627.76,8959.08,8599.57,8485.06,8589.98,9201.48,8475.97,9105.14
"40225_at",2578.78,2595.21,2671.86,2482.54,2612.25,2493.3,2469.29,2530.03,2291.09,2385.12,2289.33,2187.2,2464.56,2478.99,2440.71,2387.04,2407.26,2449.31,2486.54,2489.69,2619.36,2664.76,2614.86,2455.24
"40255_at",906.603,845.069,870.532,803.799,883.326,854.428,716.05,539.723,622.104,693.893,764.076,669.924,792.821,850.233,852.363,769.015,824.901,798.495,664.42,718.859,553.783,687.707,712.235,716.405
"40273_at",541.317,459.607,475.71,462.101,459.69,495.71,459.578,547.682,381.966,432.822,414.969,445.886,545.477,551.222,498.99,412.345,414.115,568.667,448.342,408.699,532.206,452.869,402.672,453.775
"40284_at",4.04484,6.83953,5.75916,3.78948,4.64255,3.57217,7.60014,5.78772,5.30947,2.47808,5.20235,6.9655,3.8239,15.8273,4.35004,4.09109,3.5666,3.89273,4.87174,5.79334,26.9329,8.65084,32.7707,3.49514
"40359_at",1045.92,1064.72,994.885,1034.55,890.734,952.734,1016.15,1071.85,911.948,827.492,811.949,777.163,1051.98,1053.32,953.915,1060.01,1137.11,1192.86,880.656,892.109,1025.97,919.792,924.163,900.936
"40420_at",1306.74,1214.36,1185.78,1321.88,1393.12,1385.66,962.847,866.366,835.358,878.479,800.992,806.521,1305.03,1438.2,1287.5,1254.95,1483.52,1203.41,960.613,936.345,829.38,862.094,884.059,937.325
"40446_at",1922.23,1883.18,1953.24,1662.6,1872.53,1907.81,1536.36,1873.03,1569.79,1774.54,1326.08,1513.73,1903.38,1909.39,1764.3,1699.83,2001.18,2249.16,1456.09,1504.37,1855.97,1692.45,1632.82,1781.11
"40465_at",899.596,822.301,850.534,852.053,1025.29,973.216,1033.64,915.206,1060.4,1087.82,1020.8,1046.62,952.473,877.02,1004.13,959.838,1019.31,844.093,1118.71,952.874,983.098,987.325,1153.14,975.882
"40472_at",204.031,188.515,185.537,195.956,181.418,234.776,478.638,419.896,464.46,505.426,413.999,391.962,200.169,228.161,243.447,297.615,225.774,233.055,369.019,433.174,397.555,396.798,424.132,416.05
"40489_at",302.55,296.597,352.957,313.139,397.949,241.537,597.119,363.648,407.535,445.316,371.114,644.37,365.466,408.121,382.417,386.008,587.98,576.595,277.115,308.003,312.661,272.527,236.423,308.729
"40524_at",70.3972,150.64,111.511,112.978,120.66,71.9829,120.109,111.353,110.101,67.3172,75.5795,103.303,104.992,125.264,180.348,134.904,147.86,132.776,137.28,64.2297,86.0494,80.4969,70.5693,75.2878
"40560_at",52.7692,57.6008,39.6125,95.3671,12.6321,12.7203,22.9581,36.7156,60.4921,24.6267,17.1411,66.5507,25.0967,27.5682,60.2253,11.7042,26.3957,52.9598,45.0553,16.8757,42.7714,20.4393,13.1153,21.1668
"40562_at",1941.47,2021.42,2259.44,1984.91,1930.2,2041,2606.91,2460.49,2262.27,2049.61,2089.71,1992.42,2201.44,2149.03,2366.68,2593.62,2269.79,2260.38,2227.32,2322.1,2562.26,2764.64,3054.48,2386.94
"40569_at",442.691,448.043,410.55,475.552,469.946,490.134,434.191,499.473,502.878,555.235,521.901,572.736,403.664,504.97,469.026,486.878,536.945,513.35,540.701,582.961,583.561,536.531,559.925,543.225
"40612_at",208.204,218.454,168.225,141.481,186.638,181.888,176.643,270.328,162.582,234.891,234.747,217.332,117.891,196.417,145.65,187.498,139.366,160.666,196.623,215.743,197.634,188.757,214.992,201.081
"40640_at",205.425,149.807,174.234,148.454,167.414,150.168,115.835,202.919,133.994,131.537,134.925,132.02,129.999,109.928,103.62,146.746,170.9,170.131,199.526,153.142,113.279,131.191,151.406,160.22
"40665_at",34.7256,25.6372,20.1212,15.2984,15.7598,15.6425,36.8333,39.1973,33.2402,41.2629,53.2554,48.4358,20.0716,8.12747,4.68624,4.51875,35.2673,25.4649,12.7985,14.1056,20.1492,45.3993,31.6145,20.8473
"40687_at",6015.97,6622.43,6966.44,7591.21,7094.82,7225.06,1418.6,1225.03,1237.58,1058.37,1037,944.722,6709.54,6234.24,7492.55,8960.55,8958.13,8486.35,1452.47,1543.92,1653.8,1003.27,1068.47,1071.67
"40829_at",1107.6,1103.41,1110.98,993.972,1012.46,1029.97,950.444,1058.49,986.578,1051.87,929.38,1031.99,1226.31,1259.83,1185.9,1167.13,1273.19,1369.84,851.06,940.093,864.427,891.424,790.334,775.595
"40837_at",992.75,878.104,851.292,1052.36,1238.31,1317.42,2143.09,2206.73,1981.71,2230.33,2147.51,1965.06,1252.79,1144.73,1380.96,1354.78,1469,1300.49,1857.26,1648.74,1897.68,1814.12,1773.36,1952.3
"40850_at",718.786,562.983,692.016,727.793,519.369,604.546,1026.99,775.966,792.404,867.326,756.935,923.447,1060.81,872.739,1032.34,1167.15,1150.62,1093.45,577.928,550.938,822.185,670.374,616.341,765.166
"41037_at",1455.2,1517.89,1457.07,1213.44,1459.12,1173.78,2358.11,2027.34,2014.44,1989.68,1919.48,1820.8,1671.26,1510.09,1782.47,1763.54,1820.6,1707.12,1773.01,1528.99,1664.85,1674.26,1685.85,2068.54
"41047_at",3950.59,3415.21,3785.4,3685.88,3467.17,4063.39,3705.16,3284.78,3441.75,3390.98,3504.54,3646.64,3953.06,3643.91,4007.6,4035.03,3788.19,4043.46,3174.6,3250.79,3598.62,3225.2,3155.84,3349.6
"41113_at",166.613,153.317,171.828,167.245,185.132,182.062,246.216,222.022,235.75,191.149,234.027,212.4,198.038,192.375,176.024,156.64,229.506,243.022,191.422,251.703,162.745,194.412,163.321,184.157
"41160_at",1522.86,1752.39,1668.46,1700.6,1856.24,1566.55,2025.14,1916.38,1827.6,1975.73,2081.94,2043.07,1936.64,1705.74,1941.9,1989.78,2015.39,1879.31,1472.35,1779.4,1859.51,1777.46,1768.92,1866.18
"41220_at",7857.28,8403.48,8876.69,7982.91,7202.13,7605.79,4684.09,4313.11,4281.3,4533.28,4218.05,4145.48,7972.21,7482.53,7868.11,7897.37,8065.6,7978.97,5342.83,4880.48,5706.02,4703.89,4653.44,4630.76
"41329_at",586.878,422.588,438.179,411.005,579.865,499.257,458.071,471.39,404.233,391.686,411.05,371.757,540.484,425.104,489.845,330.3,441.525,439.501,638.416,484.666,598.472,571.255,444.837,549.196
"41386_i_at",185.774,207.903,189.687,184.216,224.424,248.818,350.292,430.335,402.738,419.026,349.716,395.779,252.452,295.627,215.858,228.68,285.819,265.792,397.799,417.723,393.516,350.37,340.031,305.272
"41387_r_at",461.621,508.173,417.135,489.293,425.729,379.279,405.208,423.021,513.634,421.222,391.492,421.729,503.377,568.864,459.599,423.548,428.985,427.963,321.946,421.784,342.682,395.67,413.062,418.286
"41397_at",137.066,168.424,245.94,77.5333,149.874,147.255,106.893,124.798,110.767,142.255,128.473,87.9591,152.102,172.593,189.779,161.685,145.281,217.14,142.884,124.665,81.7011,75.9542,123.232,127.52
"41469_at",42.3288,9.6742,2.92396,19.3933,8.53115,17.5647,37.3875,55.1115,21.9316,44.4051,50.7503,63.5238,40.2624,15.2322,9.42745,15.0502,35.544,41.4544,38.2886,71.509,13.4718,33.622,45.7771,43.7069
"41512_at",364.538,485.077,378.101,372.275,337.168,339.307,422.512,495.644,391.195,352.168,335.596,350.557,418.827,407.959,365.144,321.757,422.378,372.095,349.769,486.89,390.128,369.005,442.564,411.89
"41553_at",160.106,87.8547,91.8888,225.644,127.509,130.397,150.75,113.813,136.858,178.551,137.903,157.926,124.846,138.241,128.425,205.143,155.131,167.143,143.41,84.5395,168.924,146.59,80.5756,175.113
"41577_at",4030.01,3988.85,4087.29,4395.03,4788.33,4334.06,3477.45,3337.04,3291.6,3519.48,3509.31,3319.06,4244.27,4110.12,4414.33,4495.32,4623.96,4151.57,5131.86,4247.39,4601.42,3627.98,3566.53,3858.11
"41644_at",4128.93,4684.66,4610.15,4146.12,4091.11,4080.84,3498.68,2958.73,2791.72,2740.92,2947.48,2712.15,4626.93,4373.29,4522.48,4371.02,4453.14,4287.96,3410.41,3109.67,3270.45,3236.89,3140.95,3042.88
"41657_at",537.129,442.019,446.054,500.635,446.02,468.608,573.021,610.86,644.28,605.104,561.317,538.262,674.301,579.06,444.692,561.241,630.184,606.158,569.368,579.909,584.302,572.787,585.18,602.494
"41660_at",1003.43,1073.53,963.447,884.514,990.63,861.346,33.4119,39.7584,54.1949,60.9043,25.4658,22.5671,999.469,888.621,979.132,975.848,1021.03,837.646,75.5365,20.6651,49.9459,51.5064,42.5507,48.4529
"41856_at",403.269,509.954,386.325,423.916,430.794,408.774,140.552,195.72,203.267,217.931,143.573,207.112,411.33,407.021,318.273,372.207,525.877,523.898,78.1847,148.324,159.136,152.775,119.441,161.231
"41858_at",925.907,864.134,757.63,885.412,857.413,862.249,753.039,825.188,670.628,705.135,700.001,628.762,941.209,967.114,919.913,913.523,837.845,899.659,620.755,801.866,741.847,653.188,817.008,742.873
"42361_g_at",184.771,183.126,129.644,119.731,142.435,196.291,175.926,188.393,172.229,163.996,164.897,202.471,162.354,181.792,161.231,128.172,164.011,161.432,106.423,161.461,114.669,176.682,164.315,171.715
"43427_at",144.734,223.468,179.622,161.7,192.647,171.695,140.39,177.671,137.096,191.212,182.225,172.016,58.7449,89.255,131.697,73.5242,77.0645,113.213,153.086,178.469,134.213,180.805,127.961,176.842
"43511_s_at",5232.58,5147.59,4644.57,4330.83,4593.55,4030.6,3385.05,3236.65,2926.7,2942.81,3013.39,2670.2,5719.26,5381.67,5806.24,5431.56,5831.34,4876.5,4075.16,3431.22,3818.09,3103.81,2969.29,3262.3
"43544_at",1069.24,1059.61,1204.19,1085.88,1165.74,1049.02,1339.76,1149.58,1131.38,1206.02,1129.61,997.71,1192.61,990.297,1149.64,1208.79,1184.17,1208.28,1160.77,1038.47,1232.95,1168.18,1201.94,1248.65
"43934_at",373.271,330.727,393.78,529.511,424.478,362.617,455.115,372.23,399.567,431.496,410.28,414.678,427.516,490.342,483.244,518.619,458.852,521.684,377.682,258.293,432.074,299.205,236.176,331.479
